state;City;share_white;share_black;share_native_american;share_asian;share_hispanic;Median_Income;percent_completed_hs;poverty_rate
TX;Muniz ;91.3;0;0;0;99.8;33715;37.2;19.6
KS;Munjor ;98.1;0;0;0;2.3;56932;89.4;21.2
NY;Munnsville village;96.8;0.6;1.3;0.4;0.6;48125;91.3;14.5
OH;Munroe Falls;95.6;1.5;0.1;1.4;1.2;63697;92.3;2.6
NY;Munsey Park;91.2;0.4;0;6.5;3.2;209063;98;2.6
FL;Munson ;95.7;0.8;1.1;0;0.8;26569;95.7;7
NY;Munsons Corners;91.1;3;0.5;2.5;2.5;39417;90.9;8
IN;Munster town;85.6;3.5;0.2;5.8;10.2;70503;93.7;8.6
TX;Murchison ;91.6;1.9;0;0;10.6;38750;86.1;15.6
SD;Murdo ;93.9;0.2;3.5;0;0.8;29375;90.7;13
MN;Murdock ;95;0;0;0;7.2;44145;87.8;14.7
NE;Murdock village;99.2;0;0.8;0;1.3;53125;95.1;11
AR;Murfreesboro ;88.7;7.6;0.4;0.4;1.8;26724;77.6;30.3
TN;Murfreesboro ;75.6;15.2;0.3;3.4;5.9;51094;91.8;16.2
NC;Murfreesboro town;44.9;50.9;0.2;1;2.9;41292;88.4;23.3
TX;Murillo ;91.7;0.7;0.3;0.8;96.1;36293;62.1;24.7
ID;Murphy ;93.8;0;0;1;4.1;30750;96.2;25
MO;Murphy ;95.3;0.9;0.5;0.6;2.4;43393;86.4;10.6
OK;Murphy ;62.6;0;22.8;0.5;0.5;25917;95;11.8
TX;Murphy ;60.4;10.9;0.5;23.4;7.8;115387;94.1;3.3
NC;Murphy town;87.6;4.1;2.5;2.1;4.2;25781;80.1;31.4
CA;Murphys ;92.4;0.4;0.8;0.3;10.1;45330;96.5;12.5
SC;Murphys Estates;89.6;8.5;0.4;0.5;1.3;43750;74.5;27.1
IL;Murphysboro ;79.8;15.3;0.4;0.5;3;36098;85.8;21.3
IA;Murray ;98.1;0.5;0;0;2.9;40417;90.8;16.9
KY;Murray ;86.6;6.8;0.2;3.3;3.1;26005;84.2;35.5
UT;Murray ;88.6;1.7;0.8;2.4;9.1;54685;92.3;12.7
OH;Murray ;99.1;0.2;0;0;1.3;33542;95.1;12
KY;Murray Hill;96.4;1.5;0;1.4;0.7;48000;97.4;5
NE;Murray village;94.4;0.2;0.4;0.2;4.1;55139;91.9;10.8
NC;Murraysville ;79.6;13.7;0.3;1.9;5.3;59993;93.7;5.6
IL;Murrayville village;98.6;0.3;0;0.3;1;36875;90.4;17.2
SC;Murrells Inlet;90.7;6.5;0.3;0.9;2.2;50762;93.8;10.4
CA;Murrieta ;69.7;5.4;0.7;9.2;25.9;74610;92.2;8.4
PA;Murrysville municipality;93.7;0.8;0.1;4.4;1;90703;96.5;4.5
ID;Murtaugh ;84.3;0;0;0;20;41250;64.4;28.3
IA;Muscatine ;87.8;2.3;0.5;0.8;16.6;44601;85.4;14.7
AL;Muscle Shoals;80.6;15.3;0.3;0.9;2.7;48896;88.7;10.7
WI;Muscoda village;98.9;0.3;0.3;0.1;0.8;38555;86.6;17.4
KS;Muscotah ;99.4;0;0;0;3.4;35714;91.7;19.1
CA;Muscoy ;41.9;4.3;1.2;0.9;82.9;36108;44.9;33.5
PA;Muse ;96.5;1.4;0.2;1;0.6;88833;93.7;1.9
WI;Muskego ;97.2;0.3;0.2;0.9;2.3;83125;96.2;3.3
MI;Muskegon ;57;34.5;0.9;0.4;8.2;27106;83.5;34.8
MI;Muskegon Heights;16;78.3;0.3;0.1;4.2;20083;79;45.2
OK;Muskogee ;55.9;16.1;15.3;0.9;7.1;34894;84.5;25.4
MT;Musselshell ;98.3;0;0;0;0;NA;82.8;41.5
OK;Mustang ;88.4;1;3.9;0.9;6.1;67719;93.1;5.7
TX;Mustang Ridge;73.5;1.4;0.3;0.6;63.9;51917;75.7;10.6
TX;Mustang town;81;19;0;0;0;NA;16.7;93.3
NY;Muttontown village;73.3;1.6;0.1;22.7;3.4;230179;94.7;3.4
OK;Mutual town;90.2;0;6.6;0;8.2;33750;77.6;30.6
OH;Mutual village;97.1;2.9;0;0;0;60250;82;2.9
NY;Myers Corner;83.4;5;0.2;7.1;10;97500;94.4;3.6
CA;Myers Flat;85.6;0;4.1;0.7;7.5;NA;NA;NA
PA;Myerstown borough;96.6;1;0.1;0.6;2.4;46892;90.2;7.3
MD;Myersville town;95.1;2.2;0.2;1.3;3.5;112708;95.9;1.2
ND;Mylo ;95;0;5;0;0;80625;100;10
SC;Myrtle Beach;72.3;13.9;0.7;1.5;13.7;36514;85.7;23.7
MN;Myrtle ;100;0;0;0;16.7;22500;86.2;7.4
OR;Myrtle Creek;90.7;0.3;2.1;0.8;4.3;39350;82.2;34.1
FL;Myrtle Grove;69;18.4;0.6;5.1;6.4;41570;89.8;22.3
NC;Myrtle Grove;93;3.2;0.3;1.2;2.1;70950;93.5;9.6
OR;Myrtle Point;89.9;0.4;3.5;0.2;4.6;36935;84.4;16.8
TX;Myrtle Springs;90.9;1.6;1.2;0.4;7.6;38109;67.1;25.4
MS;Myrtle town;79.4;14.3;0.2;0;5.1;25833;80.2;19.7
CA;Myrtletown ;84.9;1.1;3;3.3;8.3;62385;92.4;9.8
AL;Myrtlewood town;85.4;13.8;0;0;3.1;35000;72.5;7
CT;Mystic ;93.6;0.8;0.4;2.6;2.8;81528;95.8;3
IA;Mystic ;98.8;0.2;0;0;1.9;28906;81.4;18.2
NJ;Mystic Island;95.1;0.9;0.2;1.1;5;54808;89.4;10.6
UT;Myton ;83.8;0.2;8.6;0.2;11.1;43611;73.4;30.7
HI;Naalehu ;10.5;0.1;0;40.9;8.2;40568;79.3;17.6
AK;Nabesna ;100;0;0;0;0;NA;NA;NA
WA;Naches town;92.8;0.6;1.5;0;8.3;39643;86.3;18.1
AZ;Naco ;62.4;0.6;0.7;0;83.9;33393;72.1;40.2
TX;Nacogdoches ;58.5;28.8;0.5;1.8;16.8;32357;85.2;30
NM;Nadine ;78.2;0.8;4.3;0;37.8;86250;84.5;5.2
NM;Nageezi ;0;0;96.2;0;6.6;13973;59.6;68.9
NC;Nags Head;94.6;1.6;0.5;0.3;3.2;55051;96.1;9.3
MA;Nahant ;96.5;0.5;0.1;1.7;1.5;65284;97.1;4.9
GA;Nahunta ;80.6;17.2;0;0;2.1;29022;75.3;19.6
NM;Nakaibito ;0.6;0;94.2;0;3.4;36250;75.5;30.7
AK;Naknek ;44.5;0;30.3;0.4;2.6;79750;93.6;3.9
NM;Nambe ;25.7;0.6;26.6;0.6;56.7;47266;88.2;17.5
ID;Nampa ;82.9;0.7;1.2;0.9;22.9;40060;83.9;23.6
AL;Nanafalia ;57.4;40.4;0;0;0;NA;94;29.7
HI;Nanakuli ;4.8;0.8;0.2;9.2;11.8;63453;89.6;16.6
HI;Nanawale Estates;36.1;1.3;2.2;15.8;15.3;29115;82.4;29.8
AL;Nances Creek;98.8;0;0.5;0;0.7;51196;79.1;0
MD;Nanticoke Acres;85.4;10.7;0;0;1;NA;50;52.6
MD;Nanticoke ;67.1;28.4;0.4;0;6.2;73694;100;0
PA;Nanticoke ;95.9;1.6;0.1;0.4;2.6;35481;88.1;23.8
MA;Nantucket ;86.1;7.6;0.1;1.4;12.1;83167;93.7;10.6
PA;Nanty-Glo borough;98.2;0.4;0;0.1;0.9;37466;83.4;18.8
NY;Nanuet ;66;14.9;0.2;12.4;13.7;89650;88.4;5.1
AK;Nanwalek ;10.6;0;80.3;0;2;33542;98;60.5
PA;Naomi ;92.8;0;0;0;0;NA;59.4;40.6
CA;Napa ;75.1;0.6;0.8;2.3;37.6;68038;80.9;9.5
AK;Napakiak ;2.8;0;97.2;0;0;24167;72.6;53.1
NY;Napanoch ;89.4;3.4;0.6;0.5;11.8;42363;94.7;18.2
AK;Napaskiak ;3;0;96.5;0;0;30625;76;28.3
WA;Napavine ;91;0.2;0.7;0.8;7;44432;88.6;14.4
NY;Napeague ;95.5;1;0.5;1.5;3;59458;82.7;17.1
NE;Naper village;94;0;1.2;1.2;3.6;35000;82.5;4.4
IL;Naperville ;76.5;4.7;0.1;14.9;5.3;109468;96.7;4.8
NM;Napi Headquarters;0.6;0;97;0;2.6;29643;69.1;33.1
AL;Napier Field;79.7;16.1;1.7;1.7;2;32000;80.2;21.7
HI;Napili-Honokowai ;52.9;0.9;0.4;19.9;14.1;51644;91;5.9
IL;Naplate village;97.8;0.2;0;0.2;6.9;44063;88.6;15.1
ME;Naples ;97.7;0.7;0.2;0.2;0;45114;100;4.4
FL;Naples ;93.3;4.2;0.1;0.6;4.5;79515;94.1;8.8
TX;Naples ;65.7;28.7;0.9;0;4.6;27609;84.4;22.4
UT;Naples ;94.1;1.1;1;1.5;5.5;76000;89.4;6.8
FL;Naples Manor;57.4;19.8;0.6;0.4;71.9;35682;44.6;25.7
FL;Naples Park;88.5;1.9;0.2;1.3;22.6;49022;88.5;12.4
IL;Naples town;96.2;0;0;3.1;7.7;41250;78;8.3
SD;Naples town;90.2;9.8;0;0;0;NA;80;3.6
NY;Naples village;96.7;1;0.4;0.3;0.8;47917;93.9;16.9
MI;Napoleon ;96.2;0.3;0.4;0.1;1.7;52212;87.7;9.9
MO;Napoleon ;99.1;0;0;0;0.5;53056;90.4;10.7
ND;Napoleon ;98.4;0.1;0.6;0;1;43750;75.8;9.8
OH;Napoleon ;93.7;0.9;0.4;0.4;8;44741;88.2;18.8
IN;Napoleon town;100;0;0;0;1.3;37500;82.7;15.3
LA;Napoleonville village;18;80.9;0;0;0.2;22500;62.3;41
NE;Naponee village;96.2;0;0;0.9;0;34205;98;26.3
IN;Nappanee ;94.8;0.7;0.3;0.2;6.2;48918;82.2;10.9
NM;Nara Visa;91.6;0;0;0;11.6;45804;100;0
FL;Naranja ;47.9;41.3;0.3;2.3;51.6;29149;71.2;37.9
PA;Narberth borough;90.4;1.9;0;4.4;2.4;89821;97.7;4.1
TX;Narciso Pena;93.3;0;6.7;0;100;NA;NA;NA
OK;Narcissa ;76.8;0;15.2;1;3;56250;93.8;0
OK;Nardin ;82.7;0;5.8;0;15.4;NA;100;0
KS;Narka ;100;0;0;0;0;25000;92.6;16.8
RI;Narragansett Pier;95.1;1.2;1.3;1;1.5;56711;92.8;14.5
VA;Narrows town;97.5;0.7;0.2;0.3;1.5;43798;87.4;15.4
NY;Narrowsburg ;91.9;1.6;0;2.6;4.2;41932;88.6;11.8
NM;Naschitti ;0.3;0;96.3;0;2.7;36250;86.3;33.6
WA;Naselle ;85.2;0.2;3.6;1.9;5.5;46667;95.2;5.8
ND;Nash ;93.8;0;0;0;28.1;NA;100;0
TX;Nash ;63.4;23.8;1.3;0.8;14.3;40588;93.2;17.1
OK;Nash town;96.6;0.5;0;0.5;0;75417;97.5;3.2
WI;Nashotah village;96.6;0.1;0.5;1.4;1.4;93125;99;4.6
IA;Nashua ;98.6;0.4;0;0.5;0.1;46121;94;6.6
MN;Nashua ;100;0;0;0;14.7;36250;87.5;31
NH;Nashua ;83.4;2.7;0.3;6.5;9.8;67246;89.9;11
MT;Nashua town;94.5;0;2.8;0.3;1.4;38750;90.4;16.9
TN;Nashville-Davidson metropolitan;60.5;28.4;0.3;3.1;10;47621;87.1;18.6
AR;Nashville ;56.1;30.9;0.4;1.5;16.4;29874;71.2;34.1
GA;Nashville ;74.8;21.2;0.4;0.4;3.2;26102;77.8;31.1
IL;Nashville ;97;0.6;0.2;0.4;1.3;45806;92.5;22.7
KS;Nashville ;98.4;1.6;0;0;0;41250;98;17.9
IN;Nashville town;98.1;0.4;0.2;0.1;0.7;39280;85.8;21.8
NC;Nashville town;51.2;45.5;0.6;0.4;1.6;40277;86.1;23.4
MI;Nashville village;97.2;0.2;0.6;0.4;2.1;33462;84.1;20.2
OH;Nashville village;99.5;0;0;0;0.5;34000;82.8;24.9
MN;Nashwauk ;96.4;0;0.9;0.1;0.8;48068;90.4;14
IL;Nason ;97.5;1.3;0;0.8;0.8;28472;75.1;36.9
TX;Nassau Bay;85.9;3.4;0.8;3.5;14.3;67905;94.5;7.1
MN;Nassau ;100;0;0;0;0;NA;87.5;16.3
NY;Nassau village;96.4;1.1;0.1;0.2;1.1;67188;95.8;5.8
FL;Nassau Village-Ratliff;95.8;1.1;0.5;0.6;2.3;57766;88.8;9.5
VA;Nassawadox town;55.7;41.1;0;0.2;2.8;33750;73.2;13.7
LA;Natalbany ;60.3;35.6;0.7;0.3;11.3;34375;70.9;26.4
TX;Natalia ;77.8;0.3;1;0.3;83.6;31650;66.6;26.2
MS;Natchez ;39.6;58.3;0.2;0.4;1.1;28549;84.4;31.9
LA;Natchez village;8.7;88.8;0.5;0;1.8;25250;77.1;43.6
LA;Natchitoches ;37.2;59.2;0.5;0.6;1.7;22216;81.4;38.6
VA;Nathalie ;42.1;55.2;1.1;0;2.2;63750;100;54.8
MD;National ;98.2;0;0;0;0;NA;100;0
CA;National ;42.2;5.2;1.1;18.3;63;41437;72.3;24.5
MD;National Harbor;15.8;64.7;0.1;11;9.4;69477;84.3;20
NJ;National Park;96.3;1.4;0.2;0.6;2;57356;90;9.5
KS;Natoma ;97;0.9;0;1.2;2.1;31964;86.5;16.1
NY;Natural Bridge;94.8;1.1;2.2;0.3;2.2;NA;73.8;61.6
AL;Natural Bridge;100;0;0;0;0;NA;65.7;2.3
AR;Natural Steps;94.1;3.8;0.7;0.5;1.4;58854;97.7;3
CO;Naturita town;96.5;0;0.5;0;5.9;32813;87.5;19.7
CT;Naugatuck borough;86.9;4.9;0.2;3;9.2;58078;87.4;8.8
AK;Naukati Bay;87.6;0;6.2;0.9;0;NA;70.4;40.6
IL;Nauvoo ;97.7;0.6;0.3;0;1.6;46406;93.6;9.3
AL;Nauvoo town;99.1;0;0;0.5;2.7;27000;67.2;26.2
NM;Navajo ;1.6;0.2;95.9;0.5;3;19118;73.9;62.9
NM;Navajo Dam;78.6;1.1;3.2;0.7;24.9;66216;87.5;0
UT;Navajo Mountain;1.4;0;95.5;0;0;24107;71.9;46.1
MD;Naval Academy;82.5;5.1;0.5;3.8;11.3;158750;99.4;0
WI;Navarino ;94.9;0;2.3;0;1.7;48750;94.8;3.8
FL;Navarre Beach;93.9;0.6;0.5;1.6;4.7;83125;100;2.4
FL;Navarre ;83.2;6.5;0.5;3.3;7;67023;93.8;9.6
OH;Navarre village;98.2;0.7;0.1;0.2;0.7;39833;90.2;14.8
TX;Navarro town;89;5.2;1;1.9;6.7;50750;92.9;7.9
TX;Navasota ;52.4;30.6;0.5;0.4;38.4;45650;68.4;20.1
NC;Navassa town;27.1;63.6;0.5;0.1;10;33264;78.3;21.1
NJ;Navesink ;89.6;6.1;0.1;2.2;5;102031;98.1;3.9
WA;Navy Yard;75.9;4.9;1.7;4.8;7.8;47119;88.5;22
MO;Naylor ;93.5;0.3;0.8;0;0.9;31667;73.5;27.5
MN;Naytahwaush ;3.1;0;93.4;0;2.1;23750;74.1;59.2
PA;Nazareth borough;96.6;0.9;0.2;0.7;2.7;53794;88.3;8.2
TX;Nazareth ;98.7;0.3;1;0;10.6;56875;97.8;5.3
AZ;Nazlini ;0;0;96.3;0;0.8;28750;73.1;50.1
VA;Neabsco ;38.9;38.3;0.4;10.4;14.7;121721;92.4;4.7
WA;Neah Bay;12.1;0.2;77.1;0.1;7.3;32120;83.5;22.5
OR;Neahkahnie ;94.3;0;0;2.1;3.6;NA;86.3;15
OH;Neapolis ;95.3;0;0;0;5.4;58167;79.3;8.5
KY;Nebo ;99.2;0.4;0;0;1.7;48750;90.9;17.4
IL;Nebo village;98.8;0;0.3;0;0.9;30192;74.3;35.5
NE;Nebraska ;91.5;0.4;0.3;0.7;10.9;42327;88.5;15
WI;Necedah village;96.6;0.7;0.1;0.3;2.8;41875;84.5;19.8
ND;Neche ;99.5;0;0;0;1.9;53125;87.2;2.8
MO;Neck ;93.5;0;2.2;0;1.6;50938;78;5
AL;Nectar town;95.7;2;0.6;0.6;4.6;35313;78.3;18.3
TX;Nederland ;87.8;4;0.3;2.8;10.7;57260;94.2;8.5
CO;Nederland town;95.5;0.4;0.7;0.8;4.1;60000;97.5;17.8
NY;Nedrow ;78.2;9.5;7.6;0.6;2.9;51944;89.4;12
MA;Needham ;90.8;1;0;6.1;2.1;132237;98;3.4
AL;Needham town;98.9;0;1.1;0;0;56458;83.7;1.9
CA;Needles ;75.7;2;8.2;0.7;22.4;30443;82.1;27.7
PA;Needmore ;98.2;0;0;0;0.6;44167;71.1;0
TX;Needville ;74.9;10.4;0.4;0.5;24.7;55385;85;8.4
MO;Neelyville ;82.8;12.4;0.8;0.4;0.4;23750;79.5;44.4
WI;Neenah ;93.7;1.3;0.7;1.4;3.8;54134;94;10.8
SC;Neeses town;76.2;20.1;0.5;0.8;1.6;42708;79.8;18.8
OH;Neffs ;98.9;0.2;0;0.1;0.2;52841;97.2;13.3
MI;Negaunee ;96.6;0.1;1.1;0.3;1.1;49068;96.4;11.1
OH;Negley ;98.6;0;0;0;1.1;55188;81.1;6.1
OR;Nehalem ;93;0;0.4;1.1;5.9;43500;92.3;2.8
NE;Nehawka village;99;0;0.5;0;2;64118;94.2;6.3
WV;Neibert ;99.5;0.5;0;0;0;65363;72.7;0
MT;Neihart town;92.2;0;3.9;0;0;46250;83.3;5.6
WI;Neillsville ;96.2;0.4;0.7;1.1;2.3;38828;88.4;10.6
WA;Neilton ;80.3;0.3;6.3;0;19.4;52031;68.6;21.5
ND;Nekoma ;100;0;0;0;0;97813;100;0
WI;Nekoosa ;93.3;0.8;1.4;0.5;3.4;41855;92.6;20.2
AK;Nelchina ;86.4;0;8.5;0;0;41964;82.7;22.4
NE;Neligh ;97.2;0.3;0.3;0.4;4.2;41037;91.1;18
OH;Nellie village;98.5;0;0;0;0;40625;85.7;9.2
MS;Nellieburg ;77.9;20.9;0.1;0.6;0.4;NA;86.4;8.5
NV;Nellis AFB;60.9;18.3;0.5;3.8;19.1;48488;98.8;8.4
NY;Nelliston village;96.5;0;0.3;0.2;2.2;46000;81.3;15.9
VA;Nellysford ;95.2;2.9;0.1;0.7;0.7;72357;92.8;10
AZ;Nelson ;81.9;1.5;1.5;1.2;27;39028;83.7;30.4
NV;Nelson ;94.6;0;0;5.4;0;NA;100;0
GA;Nelson ;92.1;4.5;0;0.5;1.1;49306;79.9;22.1
MN;Nelson ;98.9;0;1.1;0;0.5;54286;95;6.3
MO;Nelson ;91.7;3.1;0.5;0.5;1;38750;69.1;21.7
NE;Nelson ;97.7;0;0;0;1.6;32708;93.2;15.7
AK;Nelson Lagoon;21.2;0;75;1.9;1.9;74375;57.5;7.1
IL;Nelson village;98.8;0.6;0.6;0;5.3;40000;81.1;15.3
WI;Nelson village;98.7;0;0;0;1.3;42857;91.5;12.7
VA;Nelsonia ;36.5;53.9;0;0.6;14.7;55361;86.6;4.1
OH;Nelsonville ;94.2;2.8;0.5;0.3;1.4;25089;85.8;37.9
NY;Nelsonville village;93.3;0.5;0.2;1.1;7.8;107500;94.1;1.9
WI;Nelsonville village;96.8;0.6;0;0;1.3;56563;93.1;3.4
PA;Nemacolin ;98.1;0.5;0.2;0.1;0.4;31163;87.4;8.7
IA;Nemaha ;88.2;3.5;0;1.2;12.9;40000;75;3.8
NE;Nemaha village;99.3;0.7;0;0;0;29500;79.7;16.1
NM;Nenahnezad ;2.6;0.1;93.5;0.1;4.2;34167;85.7;23.8
AK;Nenana ;56.1;0.3;37.6;0.3;0.5;43250;78.9;15.3
NE;Nenzel village;75;0;25;0;0;105625;88.9;0
KS;Neodesha ;95.3;0.4;1.1;0.4;2.9;36654;81.6;22.6
IL;Neoga ;98;0.7;0.1;0.2;0.8;31141;83.1;24.2
UT;Neola ;88.5;0;7.8;0;3.5;70000;88.5;25.1
IA;Neola ;98.8;0.2;0.1;0.1;2.7;47969;97;10.9
WI;Neopit ;2;0;96.7;0;4.6;27885;90;56.8
MO;Neosho ;84.2;1;1.6;0.9;11.3;36266;80.6;20.2
KS;Neosho Falls;93.6;0;0.7;0;5.7;31458;78.9;33.3
KS;Neosho Rapids;98.1;0;0;0;3.4;37625;84.7;18.4
WI;Neosho village;97.2;0.5;0.7;0.2;0.7;52330;90.2;9.2
UT;Nephi ;96;0.4;0.3;0.2;3.9;53102;89.9;11.2
IL;Neponset village;94.1;1.3;0.6;0.2;3.6;51319;91.1;15.3
FL;Neptune Beach;94.6;1.2;0.4;1;4;71919;98.2;9.9
NJ;Neptune ;78;10.6;0.2;4.5;10.1;55728;93.5;14.8
MN;Nerstrand ;96.9;0;0.3;0.7;3.1;67500;95.9;0.7
TX;Nesbitt town;81.1;17.1;0.7;0;0.4;NA;97.7;27.6
OK;Nescatunga ;97.1;0;0;0;1.4;45357;70;7.5
NY;Nesconset ;91.8;1.3;0.1;4.9;6.2;117946;93.6;3
PA;Nescopeck borough;98.6;0.3;0.1;0.3;2.2;41863;86.9;16.2
WI;Neshkoro village;97.7;0;0.7;0.7;4.6;41750;87.6;17.7
OR;Nesika Beach;94.8;0.2;0.6;0.9;3.2;57277;91.9;8.4
OR;Neskowin ;95.5;0;0;1.5;2.2;39559;100;9.6
WA;Nespelem Community;4.7;0;93.7;0;1.2;NA;84.3;21.9
WA;Nespelem town;10.6;0.4;80.1;0.4;6.8;39063;95.3;24.6
PA;Nesquehoning borough;96.7;1.2;0.2;0.1;2.4;38887;86.8;19.2
KS;Ness ;97;0.3;0.1;0.2;8.9;47969;91.6;8.7
MI;Nessen ;94.8;0;4.1;0;2.1;NA;93.2;38.5
OR;Netarts ;95.3;0;1.1;0;4.1;62045;94.6;9.1
KS;Netawaka ;97.9;0.7;1.4;0;1.4;47500;88.7;18.8
NJ;Netcong borough;84.2;3.9;0.3;2.8;17.7;54659;89.5;12.1
TX;Netos ;100;0;0;0;100;NA;0;100
MN;Nett Lake;4.2;0.4;93.3;0;1.4;26667;79.1;30
WV;Nettie ;99.6;0;0.2;0;0.7;31899;100;13.2
MS;Nettleton ;66.8;31.6;0.6;0.2;0.9;26750;76.1;27.9
NC;Neuse Forest;86;6.6;0.1;2.9;5.4;71738;94.2;2.7
IA;Nevada ;94.3;1.3;0.3;1;3.4;55657;91.1;14.9
MO;Nevada ;95.1;1.1;0.8;0.8;2;28683;85.6;27.1
TX;Nevada ;91.5;2.8;0.9;0.6;9;79028;91.7;10.1
CA;Nevada ;92.5;0.8;0.9;1.5;6.7;47981;96.6;13.7
OH;Nevada village;97.1;0;0.1;0;0.7;45208;88.8;11.1
OH;Neville village;99;0;0;1;0;31042;57.9;20
MN;Nevis ;95.6;0.3;1;0;0.5;32679;91.7;14.6
PA;New Albany;98.3;0.6;0;0;2.8;41875;89;30.8
IN;New Albany;85.8;8.7;0.2;0.7;3.7;40413;84.6;21.6
KS;New Albany;96.4;0;0;0;7.1;NA;73.9;18.8
MS;New Albany;60.8;31.2;0.2;0.3;8.3;37696;80.9;24
IA;New Albin;97.1;0.4;1.5;0.4;0.4;26912;95.1;3.4
PA;New Alexandria;96.1;0.9;0;1.6;0;52065;96.4;0.9
OH;New Alexandria;97.1;1.5;0;0;0;44375;78.4;14.6
AK;New Allakaket;0;0;98.5;0;0;26250;72.2;28.1
OK;New Alluwe;44.4;0;32.2;0;0;35750;80;19.8
IN;New Amsterdam;85.2;0;0;0;11.1;83750;91.7;0
IL;New Athens;97.5;0.4;0.1;0.1;1.6;56389;89.4;8.7
OH;New Athens;99.4;0.3;0;0;0;43977;79.8;2.2
MN;New Auburn;91.4;0;0;0;12.5;44643;88.8;12.6
WI;New Auburn;97.3;0.2;0.2;0.4;0;52813;88.5;10.9
MS;New Augusta;55.7;42.7;0.3;0.2;0.9;37411;86.3;27.5
IL;New Baden;92.1;2.7;0.5;1.2;4.4;64702;95.3;10.9
PA;New Baltimore;100;0;0;0;0;42708;93.9;4.2
OH;New Baltimore;96.4;0.5;0;0.2;0.6;37188;89.1;9.5
VA;New Baltimore;90.2;4.3;0.2;1.9;5;122863;93.6;3.9
MI;New Baltimore;94.4;2.7;0.4;0.9;1.8;77997;95.1;5.9
OH;New Bavaria;98;0;0;0;5.1;48333;87.3;8.4
PA;New Beaver;98.2;0.8;0.1;0.2;0.4;43125;90.1;11.8
PA;New Bedford;99;0.4;0;0.1;1;49009;94.6;3.9
MA;New Bedford;74.5;6.4;1.3;0.9;16.7;37574;71.5;23.4
IL;New Bedford;98.7;0;0;1.3;2.7;51250;83.3;6
PA;New Berlin;99.1;0.2;0.1;0.2;0.2;52375;93.3;9.5
TX;New Berlin;93.3;2.3;0.2;0;10.2;66250;93.8;0.9
WI;New Berlin;93.4;0.7;0.3;3.8;2.6;75600;95.4;3.8
IL;New Berlin;97.9;0.6;0.3;0.4;0.7;67692;93;2.1
NY;New Berlin;97;0.8;0.2;0.3;1.4;31563;78.8;22.4
PA;New Berlinville;96.9;0.1;0.1;0.3;0.9;68125;93.4;2.5
NC;New Bern;57.9;33.2;0.4;3.6;5.8;41148;83.8;19.9
PA;New Bethlehem;99.4;0.1;0.1;0.1;0.1;28542;85.2;18.5
AR;New Blaine;98.3;0;0;0;2.3;53167;86.2;0
MO;New Bloomfield;94.2;1;0.9;0.6;1.2;50625;89.3;18.1
OH;New Bloomington;93.6;0.4;0.2;0.2;14.4;29375;58.7;24.8
IL;New Boston;99.3;0.1;0.1;0;1.8;40952;83.7;13.9
TX;New Boston;76;18.5;0.8;0.5;4.5;29221;85.3;28.4
OH;New Boston;96;1.1;0.3;0.3;0.9;16234;78.1;41.3
TX;New Braunfels;86.8;1.9;0.7;1;35;59721;88.8;9.5
OH;New Bremen;97.8;0.1;0.1;0.5;1.2;60878;95.8;7.5
PA;New Brighton;84;10.7;0.3;0.1;1.5;34688;89.6;18.6
MN;New Brighton;81.9;6.6;0.4;6.1;4.4;60964;93.9;11.4
PA;New Britain;94.3;1.6;0.2;1.3;2.7;71791;97.1;6.9
CT;New Britain;63.6;13;0.4;2.4;36.8;40457;80.8;23.3
AL;New Brockton;70.1;21;5.5;0.5;2.5;41066;79.8;20.9
NJ;New Brunswick;45.4;16;0.9;7.6;49.9;38435;61.6;34.7
PA;New Buffalo;96.1;2.3;0;0;0.8;47917;71.6;8.1
MI;New Buffalo;93.4;1.6;0.5;0.3;4.4;45685;88.8;14.4
OH;New Burlington;52.3;42.8;0.2;1.2;2.4;57526;85.6;26.2
IL;New Burnside;95.7;0;0.9;0.5;1.4;40179;87;15.1
OH;New California;96;1.1;0;1.6;0.7;115919;100;0
KS;New Cambria;96.8;0;0.8;0;0.8;55625;81.8;11.7
MO;New Cambria;94.4;0;0.5;5.1;3.1;43750;97;12.8
IL;New Canton;99.2;0;0;0.3;1.4;38750;86;16.9
OH;New Carlisle;90.1;0.5;0.1;0.4;11.3;38920;79.1;15.4
IN;New Carlisle;96;0.8;0.6;0.4;1.3;53684;91.6;8.4
MD;New Carrollton;15.2;59.5;0.6;4.2;26.4;57665;83.2;10.6
NY;New Cassel;26;38.2;0.8;1.4;53.9;73702;70;13.2
DE;New Castle;67.3;27.2;0.3;1.2;5.4;56307;88.8;13.7
IN;New Castle;95.1;1.9;0.2;0.4;1.7;32840;82.8;23.8
KY;New Castle;94;2.7;0.2;0;0.5;25000;79.7;39.8
PA;New Castle;83.2;12.2;0.1;0.4;1.6;30422;86.2;28
PA;New Castle;96.1;1.6;0.1;1.1;2.4;58750;91.8;9.9
CO;New Castle;83.3;0.7;1.5;0.9;28.4;66818;89.2;12.1
VA;New Castle;98;0;0.7;0;0;33750;90.2;23.5
PA;New Centerville;99.2;0;0;0.8;0;50000;83.7;5.6
TX;New Chapel;92.3;2;0;0.5;8.8;49375;86.8;15.1
IN;New Chicago;81;2.2;0.7;0.7;27.4;38879;77.3;22.3
VA;New Church;78;16.6;0.5;1;3.9;NA;81.6;26.5
NY;New ;78.7;6.4;0.2;10.3;9;119528;93.7;4.5
