Geographic;City;percent_completed_hs
IL;Ashmore village;87.7
OH;Ashtabula city;80.9
ID;Ashton city;82
IA;Ashton city;89.8
SD;Ashton city;87.6
IL;Ashton village;92.9
NE;Ashton village;92.4
MD;Ashton-Sandy Spring CDP;96.2
PA;Ashville borough;85.9
AL;Ashville city;77.6
OH;Ashville village;89.5
WI;Ashwaubenon village;93.8
NC;Askewville town;82.7
MN;Askov city;91.1
WA;Asotin city;94
CO;Aspen city;96.7
MD;Aspen Hill CDP;85.3
CO;Aspen Park CDP;95.8
CA;Aspen Springs CDP;100
TX;Aspermont town;73.9
PA;Aspers CDP;88.7
PA;Aspinwall borough;96.7
IA;Aspinwall city;86.7
KS;Assaria city;95.9
IL;Assumption city;88.5
FL;Astatula town;80.4
FL;Astor CDP;71.7
OR;Astoria city;92.4
IL;Astoria town;86.5
SD;Astoria town;89.9
IA;Atalissa city;85.5
CA;Atascadero city;92.6
TX;Atascocita CDP;92
KS;Atchison city;93
NE;Aten CDP;100
PA;Atglen borough;84.9
OH;Athalia village;74.9
IA;Athelstan CDP;65.2
OR;Athena city;87.1
PA;Athens borough;91.3
AL;Athens city;83.4
IL;Athens city;94.9
OH;Athens city;95.1
TN;Athens city;84.6
TX;Athens city;76.9
WV;Athens town;96
LA;Athens village;85.6
MI;Athens village;92.9
NY;Athens village;84.6
WI;Athens village;84.6
GA;Athens-Clarke County unified government;86.3
GA;Athens-Clarke County unified government (balance);86.2
CA;Atherton town;97.7
MA;Athol CDP;83.3
ID;Athol city;87.5
KS;Athol city;91.3
AK;Atka city;89.5
VA;Atkins CDP;79.8
AR;Atkins city;79.6
IA;Atkins city;94.6
NE;Atkinson city;91.7
PA;Atkinson Mills CDP;83.6
IL;Atkinson town;89.8
NC;Atkinson town;87.9
MI;Atlanta CDP;78.2
GA;Atlanta city;89
IL;Atlanta city;91.8
KS;Atlanta city;95.3
MO;Atlanta city;85
TX;Atlanta city;85.2
IN;Atlanta town;87.9
LA;Atlanta village;64.9
NE;Atlanta village;97.3
FL;Atlantic Beach city;94.9
NC;Atlantic Beach town;92.6
SC;Atlantic Beach town;84
NY;Atlantic Beach village;97.3
NC;Atlantic CDP;86.5
PA;Atlantic CDP;80.5
VA;Atlantic CDP;86.1
IA;Atlantic city;90
WY;Atlantic City CDP;100
NJ;Atlantic City city;69.6
NJ;Atlantic Highlands borough;96.7
FL;Atlantis city;96
PA;Atlas CDP;89.2
PA;Atlasburg CDP;100
AK;Atmautluak CDP;70.2
AL;Atmore city;73.7
NM;Atoka CDP;65.2
OK;Atoka city;81
TN;Atoka town;92.1
ID;Atomic City city;78.6
AK;Atqasuk city;75.9
AL;Attalla city;76
GA;Attapulgus city;62.9
MI;Attica CDP;93
IN;Attica city;82.3
KS;Attica city;85.1
NY;Attica village;90.7
OH;Attica village;90.9
MA;Attleboro city;88.3
AK;Attu Station CDP;100
OH;Atwater CDP;93.2
CA;Atwater city;72.5
MN;Atwater city;89.7
PA;Atwood borough;83.1
CO;Atwood CDP;96.8
KS;Atwood city;92.4
OK;Atwood town;86.8
TN;Atwood town;77
IL;Atwood village;89.4
MI;Au Gres city;80.4
MI;Au Sable CDP;89.7
NY;Au Sable Forks CDP;81.8
CA;Auberry CDP;85.6
TX;Aubrey city;86.9
AR;Aubrey town;69
PA;Auburn borough;80.6
ND;Auburn CDP;100
WY;Auburn CDP;100
AL;Auburn city;94.3
CA;Auburn city;93.1
GA;Auburn city;83.3
IL;Auburn city;94.4
IN;Auburn city;89.1
IA;Auburn city;84
KS;Auburn city;92.7
KY;Auburn city;75.7
ME;Auburn city;88.9
MI;Auburn city;93.1
NE;Auburn city;95.4
NY;Auburn city;84.4
WA;Auburn city;87.6
MI;Auburn Hills city;92.1
CA;Auburn Lake Trails CDP;97.7
WV;Auburn town;68
FL;Auburndale city;81.1
WI;Auburndale village;84.9
TN;Auburntown town;85.5
FL;Aucilla CDP;71.4
NJ;Audubon borough;93.7
PA;Audubon CDP;97.2
IA;Audubon city;89.7
MN;Audubon city;94.4
NJ;Audubon Park borough;84.2
KY;Audubon Park city;97.2
CA;August CDP;54.4
MT;Augusta CDP;90.8
AR;Augusta city;72.2
KS;Augusta city;89.7
KY;Augusta city;77.5
ME;Augusta city;88.5
WI;Augusta city;87.1
VA;Augusta Springs CDP;59.2
MO;Augusta town;94.3
IL;Augusta village;95.9
MI;Augusta village;89.5
GA;Augusta-Richmond County consolidated government;83.3
GA;Augusta-Richmond County consolidated government (balance);83.1
NC;Aulander town;76.6
MO;Aullville village;86.4
CO;Ault town;86.1
OR;Aumsville city;87
IA;Aurelia city;93.1
WV;Aurora CDP;79.8
SD;Aurora Center CDP;82.4
CO;Aurora city;86.5
IL;Aurora city;76.2
IN;Aurora city;86.5
IA;Aurora city;86.4
KS;Aurora city;70.6
MN;Aurora city;89.4
MO;Aurora city;75.9
NE;Aurora city;93.9
OH;Aurora city;95
OR;Aurora city;93.7
TX;Aurora city;85.4
UT;Aurora city;97.5
NC;Aurora town;79.7
SD;Aurora town;94.2
NY;Aurora village;92.8
GA;Austell city;84.2
PA;Austin borough;89.7
NV;Austin CDP;30
AR;Austin city;95.9
IN;Austin city;72.3
MN;Austin city;85.4
TX;Austin city;87.5
OH;Austinburg CDP;84.6
OH;Austintown CDP;90.9
TX;Austwell city;82.9
AL;Autaugaville town;71.2
NC;Autryville town;64.1
KY;Auxier CDP;95.6
MO;Auxvasse city;89.3
IL;Ava city;86.6
MO;Ava city;80.9
NJ;Avalon borough;97.7
PA;Avalon borough;95.3
FL;Avalon CDP;89
CA;Avalon city;76.9
GA;Avalon town;73.2
OK;Avant town;82.3
PA;Avella CDP;84.1
CA;Avenal city;48.8
NJ;Avenel CDP;92.4
FL;Aventura city;93.8
AZ;Avenue B and C CDP;49.9
GA;Avera city;87.6
NY;Averill Park CDP;97.8
CA;Avery CDP;88.9
NC;Avery Creek CDP;96
TX;Avery town;84.8
CA;Avila Beach CDP;97.9
AR;Avilla CDP;91.3
IN;Avilla town;90.1
MO;Avilla town;89.8
TX;Avinger town;83
PA;Avis borough;91.5
IL;Aviston village;94.5
PA;Avoca borough;91.9
IN;Avoca CDP;100
IA;Avoca city;89.9
MN;Avoca city;84.8
AR;Avoca town;88
NE;Avoca village;94.3
NY;Avoca village;94.4
WI;Avoca village;88.3
CA;Avocado Heights CDP;73
MT;Avon CDP;91.8
NC;Avon CDP;78.8
PA;Avon CDP;83.8
UT;Avon CDP;98.6
MN;Avon city;93.2
OH;Avon city;95.2
SD;Avon city;92.8
OH;Avon Lake city;96
FL;Avon Park city;72
AL;Avon town;82.8
CO;Avon town;91
IN;Avon town;94.2
IL;Avon village;86.5
NY;Avon village;94.7
NJ;Avon-by-the-Sea borough;98.5
PA;Avondale borough;57.2
CO;Avondale CDP;86.7
LA;Avondale CDP;72.8
AZ;Avondale city;79
MO;Avondale city;84.6
GA;Avondale Estates city;99
PA;Avonia CDP;97.4
PA;Avonmore borough;88.5
AZ;Avra Valley CDP;87.2
SC;Awendaw town;80.6
AL;Axis CDP;79.9
KS;Axtell city;92.8
NE;Axtell village;96.7
NC;Ayden town;83.5
MA;Ayer CDP;92.8
SC;Aynor town;77.8
ND;Ayr city;91.7
NE;Ayr village;88.9
IA;Ayrshire city;91
FL;Azalea Park CDP;78
TX;Azle city;85.9
AZ;Aztec CDP;100
NM;Aztec city;82.8
MT;Azure CDP;78
CA;Azusa city;77.7
TX;B and E CDP;26
MT;Babb CDP;100
AL;Babbie town;81.2
MN;Babbitt city;86.7
WI;Babcock CDP;81
FL;Babson Park CDP;89.6
NY;Babylon village;95.8
MN;Backus city;73.8
TX;Bacliff CDP;73.4
GA;Baconton city;72.9
MI;Bad Axe city;85.8
PA;Baden borough;91.1
MD;Baden CDP;84
AK;Badger CDP;96.2
IA;Badger city;97.9
MN;Badger city;88.3
OK;Badger Lee CDP;46.9
SD;Badger town;96.3
NC;Badin town;78.3
AZ;Bagdad CDP;86.7
FL;Bagdad CDP;84.6
WY;Baggs town;88
IA;Bagley city;91.9
MN;Bagley city;83
WI;Bagley village;84.5
MO;Bagnell town;87.5
MD;Bagtown CDP;94.6
PA;Baidland CDP;90.7
TX;Bailey city;74.1
OH;Bailey Lakes village;85.6
NC;Bailey town;84.8
VA;Bailey's Crossroads CDP;78.1
WI;Baileys Harbor CDP;100
TX;Bailey's Prairie village;84.7
AL;Baileyton town;74.7
TN;Baileyton town;82.7
KS;Baileyville CDP;88.4
PA;Baileyville CDP;91.7
OH;Bainbridge CDP;98.9
PA;Bainbridge CDP;92.2
GA;Bainbridge city;80.3
WA;Bainbridge Island city;98.4
IN;Bainbridge town;82.2
NY;Bainbridge village;88.6
OH;Bainbridge village;75.6
MT;Bainville town;93.7
TX;Baird city;86.2
PA;Bairdford CDP;96
OH;Bairdstown village;90
WY;Bairoil town;93.2
NY;Baiting Hollow CDP;94.3
CA;Baker CDP;63.9
MN;Baker CDP;100
NV;Baker CDP;59.1
LA;Baker city;86
MT;Baker city;92.5
OR;Baker City city;89.1
MO;Baker village;-
AL;Bakerhill town;72.4
CA;Bakersfield city;79.6
MO;Bakersfield village;79.1
PA;Bakerstown CDP;96.6
MD;Bakersville CDP;23.8
NC;Bakersville town;70.3
FL;Bal Harbour village;96.6
MN;Balaton city;94.2
TX;Balch Springs city;64
TX;Balcones Heights city;82.2
NC;Bald Head Island village;100
AR;Bald Knob city;73.9
PA;Baldwin borough;92.9
NY;Baldwin CDP;89.5
GA;Baldwin city;67.4
IA;Baldwin city;85.4
KS;Baldwin City city;96.1
NY;Baldwin Harbor CDP;95.3
CA;Baldwin Park city;62.6
MO;Baldwin Park village;84.9
FL;Baldwin town;75.6
LA;Baldwin town;74.4
IL;Baldwin village;93.4
MI;Baldwin village;77.4
WI;Baldwin village;91.9
NY;Baldwinsville village;92
MA;Baldwinville CDP;89.6
MS;Baldwyn city;77.4
NC;Balfour CDP;80.1
ND;Balfour city;88.9
MN;Ball Club CDP;73.7
GA;Ball Ground city;89.2
LA;Ball town;89.3
MT;Ballantine CDP;51.3
CA;Ballard CDP;85.2
UT;Ballard town;78.9
MD;Ballenger Creek CDP;95
CA;Ballico CDP;75
TX;Ballinger city;78.7
OK;Ballou CDP;86.7
AL;Ballplay CDP;80.3
NY;Ballston Spa village;96.2
IA;Balltown city;78.2
OH;Ballville CDP;92.5
MO;Ballwin city;95.8
PA;Bally borough;90.2
FL;Balm CDP;76.9
TX;Balmorhea city;70.2
NY;Balmville CDP;95.2
WI;Balsam Lake village;88.7
ND;Balta city;91.3
CT;Baltic CDP;88.5
SD;Baltic city;92.1
OH;Baltic village;82.2
MD;Baltimore city;82.5
MD;Baltimore Highlands CDP;72.4
OH;Baltimore village;92.7
SC;Bamberg town;81.2
WI;Bancroft CDP;75.5
ID;Bancroft city;91.9
IA;Bancroft city;91.4
KY;Bancroft city;99.7
SD;Bancroft town;82.4
WV;Bancroft town;91.4
MI;Bancroft village;91.3
NE;Bancroft village;95.6
KY;Bandana CDP;100
TX;Bandera city;85
OR;Bandon city;89.4
TN;Baneberry city;91.5
WA;Bangor Base CDP;98.2
PA;Bangor borough;88.3
CA;Bangor CDP;92.5
ME;Bangor city;91.4
MI;Bangor city;76.8
WI;Bangor village;90.9
TX;Bangs city;79.3
ID;Banks CDP;0
OR;Banks city;96.2
WA;Banks Lake South CDP;95
LA;Banks Springs CDP;73.4
AL;Banks town;73
AR;Banks town;81.9
IA;Bankston city;95.6
NC;Banner Elk town;94.4
TN;Banner Hill CDP;65.9
IL;Banner village;83.2
CA;Banning city;80
OH;Bannock CDP;96.5
IL;Bannockburn village;98.8
TX;Banquete CDP;71.1
CT;Bantam borough;87.5
ND;Bantry city;76.9
ME;Bar Harbor CDP;94.5
WY;Bar Nunn town;93.1
WI;Baraboo city;86.2
NE;Barada village;90.9
MI;Baraga village;69.8
LA;Barataria CDP;63.1
WA;Barberton CDP;92.4
OH;Barberton city;85.2
KY;Barbourmeade city;98.3
WV;Barboursville village;82
KY;Barbourville city;78.7
NJ;Barclay CDP;98.2
MD;Barclay town;90
FL;Bardmoor CDP;90.3
IL;Bardolph village;88.6
NY;Bardonia CDP;95.6
KY;Bardstown city;85.6
KY;Bardwell city;77
TX;Bardwell city;52.4
IN;Bargersville town;91.4
WA;Baring CDP;92.6
MO;Baring city;83.5
CO;Bark Ranch CDP;100
NC;Barker Heights CDP;80.7
NC;Barker Ten Mile CDP;97
NY;Barker village;91.4
PA;Barkeyville borough;87.6
AR;Barling city;81.7
KY;Barlow city;80.7
OR;Barlow city;72.4
KS;Barnard city;95.9
MO;Barnard city;92.7
NJ;Barnegat CDP;87.2
NJ;Barnegat Light borough;99.2
KS;Barnes city;88.9
IA;Barnes City city;81.5
MI;Barnes Lake-Millers Lake CDP;92.4
NE;Barneston village;79.1
GA;Barnesville city;84
MN;Barnesville city;90.4
MD;Barnesville town;98.4
OH;Barnesville village;89.1
VT;Barnet CDP;97.8
MO;Barnett city;62.6
NY;Barneveld village;97.7
WI;Barneveld village;95.4
ND;Barney city;97.4
WA;Barney's Junction CDP;83.4
MO;Barnhart CDP;93.4
OH;Barnhill village;77.6
OK;Barnsdall city;85.7
MA;Barnstable Town city;94.4
IA;Barnum city;90.2
MN;Barnum city;87.2
NY;Barnum Island CDP;80.9
SC;Barnwell city;79.9
MI;Baroda village;88.7
WV;Barrackville town;86.9
MA;Barre CDP;98.7
VT;Barre city;89.3
MD;Barrelville CDP;82.5
TX;Barrera CDP;-
TX;Barrett CDP;82.2
MN;Barrett city;81.9
NJ;Barrington borough;91.5
IL;Barrington Hills village;98.4
IL;Barrington village;95.7
WI;Barron city;79.8
WI;Barronett CDP;84.8
AK;Barrow city;84.6
PA;Barrville CDP;20
IL;Barry city;88.4
MN;Barry city;100
TX;Barry city;87.5
MI;Barryton village;82.6
WA;Barstow CDP;93.8
CA;Barstow city;79.8
TX;Barstow city;55.4
IL;Bartelso village;91.8
OK;Bartlesville city;91
IA;Bartlett CDP;-
NH;Bartlett CDP;100
KS;Bartlett city;95.8
TN;Bartlett city;94.2
TX;Bartlett city;67.5
IL;Bartlett village;93.3
NE;Bartlett village;93.2
WV;Bartley CDP;82.6
NE;Bartley village;86.4
ND;Barton CDP;100
TX;Barton Creek CDP;98.7
MI;Barton Hills village;100
MD;Barton town;94.2
VT;Barton village;75.1
MD;Bartonsville CDP;83.1
TX;Bartonville town;92.4
IL;Bartonville village;88.9
WV;Bartow CDP;76.6
FL;Bartow city;83.4
GA;Bartow town;71.8
OR;Barview CDP;80.5
GA;Barwick city;76.3
ID;Basalt city;83.3
CO;Basalt town;93.3
IL;Basco village;93.2
OH;Bascom CDP;93.9
FL;Bascom town;86.7
KS;Basehor city;94.2
LA;Basile town;59.3
MT;Basin CDP;90
WA;Basin City CDP;30.2
WY;Basin town;94.7
VA;Baskerville CDP;80.6
LA;Baskin village;80.5
CA;Bass Lake CDP;98.4
IN;Bass Lake CDP;88
VA;Bassett CDP;68.5
IA;Bassett city;96.5
KS;Bassett city;100
NE;Bassett city;92.9
AR;Bassett town;63.9
MS;Bassfield town;91.2
LA;Bastrop city;76.4
TX;Bastrop city;83.1
VA;Basye CDP;95.2
MT;Batavia CDP;86.9
IL;Batavia city;95.2
IA;Batavia city;88.3
NY;Batavia city;89.7
OH;Batavia village;76.1
IL;Batchtown village;92.9
MO;Bates City city;84.4
SC;Batesburg-Leesville town;77.8
SD;Batesland town;78.6
TX;Batesville CDP;39.9
AR;Batesville city;84.6
IN;Batesville city;94.1
MS;Batesville city;84.7
OH;Batesville village;82.3
WV;Bath (Berkeley Springs) town;82.7
PA;Bath borough;86.1
MI;Bath CDP;99
SD;Bath CDP;100
ME;Bath city;93
SD;Bath Corner CDP;100
NC;Bath town;96.1
IL;Bath village;85.8
NY;Bath village;89.5
ND;Bathgate city;97.2
LA;Baton Rouge city;86.7
IA;Battle Creek city;89.7
MI;Battle Creek city;89.3
NE;Battle Creek city;96.1
WA;Battle Ground city;89.9
IN;Battle Ground town;95.2
MN;Battle Lake city;96.1
NV;Battle Mountain CDP;81.9
MO;Battlefield city;94.4
CO;Battlement Mesa CDP;84.4
MN;Baudette city;91
PA;Baumstown CDP;86.5
AR;Bauxite town;76.2
LA;Bawcomville CDP;64.4
GA;Baxley city;77.9
IA;Baxter city;90.2
MN;Baxter city;95.4
NY;Baxter Estates village;94.6
KS;Baxter Springs city;88.7
TN;Baxter town;76.9
WA;Bay Center CDP;90.5
AR;Bay city;85.7
MI;Bay City city;86.7
OR;Bay City city;91.9
TX;Bay City city;76.7
WI;Bay City village;87.2
FL;Bay Harbor Islands town;93.2
NJ;Bay Head borough;99.2
FL;Bay Hill CDP;95.5
FL;Bay Lake city;88.9
AL;Bay Minette city;79.1
NY;Bay Park CDP;97
FL;Bay Pines CDP;94.3
CA;Bay Point CDP;67.6
MI;Bay Port CDP;91
MI;Bay Shore CDP;91
NY;Bay Shore CDP;83.1
MS;Bay Springs city;77.4
MS;Bay St. Louis city;88.8
MI;Bay View CDP;100
WA;Bay View CDP;97.4
IL;Bay View Gardens village;85.6
OH;Bay View village;85.3
OH;Bay Village city;97.8
IA;Bayard city;85.7
NE;Bayard city;82
NM;Bayard city;75.4
WV;Bayard town;79.9
NC;Bayboro town;84.1
WI;Bayfield city;97.7
CO;Bayfield town;91.5
IL;Baylis village;60.8
FL;Bayonet Point CDP;85.6
NJ;Bayonne city;87.3
LA;Bayou Blue CDP;74.8
LA;Bayou Cane CDP;82.4
LA;Bayou Corne CDP;100
LA;Bayou Country Club CDP;98.2
LA;Bayou Gauche CDP;91
LA;Bayou Goula CDP;68.7
AL;Bayou La Batre city;58.5
LA;Bayou L'Ourse CDP;68.8
LA;Bayou Vista CDP;70.3
TX;Bayou Vista city;94.5
FL;Bayport CDP;100
NY;Bayport CDP;95
MN;Bayport city;91.3
NC;Bayshore CDP;94.6
FL;Bayshore Gardens CDP;81.1
VA;Bayside CDP;35.3
OR;Bayside Gardens CDP;97.4
TX;Bayside town;87.1
WI;Bayside village;97.7
TX;Baytown city;75.5
NC;Bayview CDP;79.1
CA;Bayview CDP (Contra Costa County);73.6
CA;Bayview CDP (Humboldt County);75.2
TX;Bayview town;92.1
NY;Bayville village;95.5
NY;Baywood CDP;86.7
NE;Bazile Mills village;92.9
KS;Bazine city;84.2
ND;Beach city;91.5
TX;Beach City city;89.2
OH;Beach City village;87
NJ;Beach Haven borough;98
NJ;Beach Haven West CDP;89.9
IL;Beach Park village;89.3
NJ;Beachwood borough;92.8
OH;Beachwood city;95.4
IA;Beacon city;75.5
NY;Beacon city;89.3
FL;Beacon Square CDP;86.8
IA;Beaconsfield city;84
MI;Beal City CDP;94.6
CA;Beale AFB CDP;93.6
VA;Bealeton CDP;91.3
PA;Beallsville borough;88.8
OH;Beallsville village;85.8
IA;Beaman city;90.5
TN;Bean Station city;77.8
DE;Bear CDP;86.3
AK;Bear Creek CDP;92.5
CA;Bear Creek CDP;46.6
FL;Bear Creek CDP;92.2
AL;Bear Creek town;76.7
TX;Bear Creek village;96.6
WI;Bear Creek village;68.3
PA;Bear Creek Village borough;89
MT;Bear Dance CDP;100
AZ;Bear Flat CDP;100
NC;Bear Grass town;98.7
PA;Bear Lake borough;73.1
MI;Bear Lake CDP;90.8
MI;Bear Lake village;91.4
UT;Bear River City city;93.6
WY;Bear River town;93.6
PA;Bear Rocks CDP;98.8
CA;Bear Valley CDP (Alpine County);100
CA;Bear Valley CDP (Mariposa County);100
CA;Bear Valley Springs CDP;96.6
MT;Bearcreek town;98.1
AR;Bearden city;84.9
OK;Bearden town;85.1
WV;Beards Fork CDP;50.9
MN;Beardsley city;88.2
IL;Beardstown city;77.8
TX;Beasley city;78.2
IL;Beason CDP;76
NE;Beatrice city;87.4
AL;Beatrice town;89.1
KS;Beattie city;87.4
NV;Beatty CDP;82.4
OR;Beatty CDP;-
NJ;Beattystown CDP;93
KY;Beattyville city;66.8
SC;Beaufort city;89.7
NC;Beaufort town;87.7
MN;Beaulieu CDP;88.9
CA;Beaumont city;86.8
TX;Beaumont city;84.9
MS;Beaumont town;74.5
MS;Beauregard village;76.7
WA;Beaux Arts Village town;100
MN;Beaver Bay city;95
PA;Beaver borough;94
AK;Beaver CDP;69.8
OR;Beaver CDP;100
WV;Beaver CDP;60.3
IA;Beaver city;90.7
UT;Beaver city;93.7
NE;Beaver City city;86.5
MD;Beaver Creek CDP;88.3
MT;Beaver Creek CDP;93.8
MN;Beaver Creek city;90.7
NE;Beaver Crossing village;95.6
AZ;Beaver Dam CDP;73
KY;Beaver Dam city;72.3
WI;Beaver Dam city;88.2
NY;Beaver Dam Lake CDP;100
PA;Beaver Falls city;83.7
PA;Beaver Meadows borough;93.8
PA;Beaver Springs CDP;84.1
AR;Beaver town;91.7
OK;Beaver town;76.9
AZ;Beaver Valley CDP;90.9
OH;Beaver village;76.9
OR;Beavercreek CDP;92.2
OH;Beavercreek city;96.9
IA;Beaverdale CDP;90.2
PA;Beaverdale CDP;88.4
NV;Beaverdam CDP;100
OH;Beaverdam village;86
MI;Beaverton city;89.5
OR;Beaverton city;90.3
AL;Beaverton town;87.9
PA;Beavertown borough;90.1
IL;Beaverville village;84.9
PA;Bechtelsville borough;91
IL;Beckemeyer village;89.3
MN;Becker city;90.9
NJ;Beckett CDP;94.2
OH;Beckett Ridge CDP;98.1
WV;Beckley city;86.1
TX;Beckville city;77.1
CA;Beckwourth CDP;86.6
NM;Beclabito CDP;80.1
PA;Bedford borough;92.5
NY;Bedford CDP;96.6
WY;Bedford CDP;100
IN;Bedford city;85.6
IA;Bedford city;92.4
KY;Bedford city;78.8
OH;Bedford city;90.3
TX;Bedford city;94.8
OH;Bedford Heights city;87.8
NY;Bedford Hills CDP;73.1
IL;Bedford Park village;87.4
VA;Bedford town;82.6
TX;Bedias city;83.9
TX;Bee Cave city;98.9
OK;Bee CDP;67.8
FL;Bee Ridge CDP;93.9
NE;Bee village;90.4
AR;Beebe city;83.6
WV;Beech Bottom village;86
PA;Beech Creek borough;87.6
KY;Beech Grove CDP;74.2
IN;Beech Grove city;85.7
PA;Beech Mountain Lakes CDP;94.9
NC;Beech Mountain town;96.2
MI;Beecher CDP;79
IL;Beecher City village;83.6
VT;Beecher Falls CDP;67.4
IL;Beecher village;93.1
KY;Beechmont CDP;70.8
MI;Beechwood CDP;79
MS;Beechwood CDP;88.9
OH;Beechwood Trails CDP;97.3
KY;Beechwood Village city;97.4
AR;Beedeville town;71.1
NE;Beemer village;85.7
TN;Beersheba Springs town;45.8
TX;Beeville city;76
OK;Beggs city;85.5
MN;Bejou city;79
MD;Bel Air CDP;98.1
MD;Bel Air North CDP;95.1
MD;Bel Air South CDP;95.1
MD;Bel Air town;95.5
KS;Bel Aire city;95.4
LA;Belcher village;86.9
MA;Belchertown CDP;85.4
ND;Belcourt CDP;77.6
CA;Belden CDP;-
NE;Belden village;95.7
MI;Belding city;82.6
NM;Belen city;76.6
WA;Belfair CDP;78.2
NY;Belfast CDP;87.9
PA;Belfast CDP;97.8
ME;Belfast city;90.8
ND;Belfield city;81.6
OK;Belfonte CDP;55.1
NJ;Belford CDP;92.9
KY;Belfry CDP;78.2
MT;Belfry CDP;95.1
IL;Belgium village;85.8
WI;Belgium village;91
MN;Belgrade city;90.7
MT;Belgrade city;96.7
NE;Belgrade village;92.5
AL;Belgreen CDP;87
NC;Belhaven town;70.1
WV;Belington town;78.8
AL;Belk town;63.8
MT;Belknap CDP;100
IL;Belknap village;69.7
PA;Bell Acres borough;95.4
NC;Bell Arthur CDP;67.5
TN;Bell Buckle town;91.3
CA;Bell Canyon CDP;99.2
OK;Bell CDP;72.8
WI;Bell Center village;83.5
CA;Bell city;47.4
MO;Bell City city;72.9
CA;Bell Gardens city;44.3
WA;Bell Hill CDP;100
FL;Bell town;80.1
MO;Bella Villa city;84.2
CA;Bella Vista CDP;82.3
AR;Bella Vista city;94.7
TX;Bellaire city;97.8
MI;Bellaire village;93.7
OH;Bellaire village;81.5
FL;Bellair-Meadowbrook Terrace CDP;91
AL;Bellamy CDP;86.5
OH;Bellbrook city;95.7
OH;Belle Center village;91.9
LA;Belle Chasse CDP;86.5
MO;Belle city;73.5
AL;Belle Fontaine CDP;91.9
SD;Belle Fourche city;88.7
FL;Belle Glade city;63.6
VA;Belle Haven CDP;93
VA;Belle Haven town;88.5
FL;Belle Isle city;95.8
NJ;Belle Mead CDP;100
TN;Belle Meade city;98.9
IA;Belle Plaine city;88.1
KS;Belle Plaine city;93.2
MN;Belle Plaine city;93.9
IL;Belle Prairie City town;89.6
IL;Belle Rive village;91.8
LA;Belle Rose CDP;82.4
NY;Belle Terre village;99.2
WV;Belle town;95.9
OH;Belle Valley village;87
PA;Belle Vernon borough;81.5
FL;Belleair Beach city;94.2
FL;Belleair Bluffs city;94.7
FL;Belleair Shore town;98.2
FL;Belleair town;96
MN;Bellechester city;93.8
OH;Bellefontaine city;86.8
MO;Bellefontaine Neighbors city;86.8
PA;Bellefonte borough;90.2
KY;Bellefonte city;96
AR;Bellefonte town;81.2
DE;Bellefonte town;95.1
KY;Bellemeade city;98.8
NJ;Belleplain CDP;83.1
MO;Bellerive village;94.2
NY;Bellerose Terrace CDP;93.9
NY;Bellerose village;96.4
KY;Belleview CDP;88.9
FL;Belleview city;76
NY;Belleville CDP;83.6
PA;Belleville CDP;89.2
AR;Belleville city;69.5
IL;Belleville city;92.6
KS;Belleville city;91.5
MI;Belleville city;84.5
WI;Belleville village;96.9
PA;Bellevue borough;92.4
ID;Bellevue city;85.5
IA;Bellevue city;90.4
KY;Bellevue city;90.6
NE;Bellevue city;92.8
OH;Bellevue city;92.5
TX;Bellevue city;81
WA;Bellevue city;95.4
IL;Bellevue village;89.4
MI;Bellevue village;90.2
WI;Bellevue village;89
KY;Bellewood city;100
CA;Bellflower city;77.6
MO;Bellflower city;73.2
IL;Bellflower village;93.5
OR;Bellfountain CDP;100
MA;Bellingham CDP;95.4
MN;Bellingham city;92.5
WA;Bellingham city;92.7
NJ;Bellmawr borough;89
TX;Bellmead city;64.7
IL;Bellmont village;78.9
NY;Bellmore CDP;94.8
VT;Bellows Falls village;89.1
NY;Bellport village;97.4
TN;Bells city;75.5
TX;Bells town;86.2
FL;Bellview CDP;90.9
GA;Bellville city;98.1
TX;Bellville city;87.6
OH;Bellville village;93.2
PA;Bellwood borough;92.8
VA;Bellwood CDP;74.1
IL;Bellwood village;82.7
NE;Bellwood village;88.7
NJ;Belmar borough;91.7
NE;Belmar CDP;94.8
IA;Belmond city;91.8
LA;Belmont CDP;96.5
MA;Belmont CDP;97
NH;Belmont CDP;75.3
PA;Belmont CDP;91.4
VA;Belmont CDP;97.9
CA;Belmont city;94.9
NC;Belmont city;87
WV;Belmont city;89.3
VA;Belmont Estates CDP;97
MS;Belmont town;83.9
NY;Belmont village;93.2
OH;Belmont village;89.9
WI;Belmont village;93.3
OH;Belmore village;80
MO;Bel-Nor village;94.5
KS;Beloit city;95.4
WI;Beloit city;80.8
OH;Beloit village;86.8
KS;Belpre city;64.2
OH;Belpre city;84.9
MO;Bel-Ridge village;77.9
VA;Belspring CDP;67.8
MT;Belt town;93.7
MO;Belton city;89.3
SC;Belton city;78.4
TX;Belton city;81.5
MN;Beltrami city;96.9
MD;Beltsville CDP;82.8
AK;Beluga CDP;66.7
WV;Belva CDP;93.7
SC;Belvedere CDP;80.5
CA;Belvedere city;99.5
GA;Belvedere Park CDP;80.5
IL;Belvidere city;81.5
NJ;Belvidere town;91.2
SD;Belvidere town;100
NE;Belvidere village;85.7
VA;Belview CDP;93.5
MN;Belview city;83.7
NC;Belville town;93.9
NC;Belvoir CDP;74.6
KS;Belvue city;95.2
NC;Belwood town;81.8
MS;Belzoni city;64.7
IL;Bement village;93.6
